GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysis2DResultDialog,475,0,24,0,103,0,22,0,10,0
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysisDataTablePane.new Listener() {...},58,0,8,0,12,0,7,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysisDataTablePane.new Listener() {...},107,0,10,0,22,0,8,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysisDataTablePane.new ActionListener() {...},61,0,4,0,12,0,4,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysis2DResultDialog.new WindowAdapter() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysis2DResultDialog.new Listener() {...},41,0,2,0,9,0,4,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysisTopHitsTablePane,146,0,14,0,40,0,16,0,9,0
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysis2DChartPane.new Listener() {...},65,0,8,0,14,0,7,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysis2DChartPane.new ActionListener() {...},24,12,4,0,6,1,3,1,1,1
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysis2DChartPane.new ActionListener() {...},29,9,2,0,8,1,2,1,1,1
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysis2DChartPane.new Listener() {...},47,0,8,0,11,0,7,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysis2DChartPane.new Listener() {...},65,0,4,0,13,0,5,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysis2DChartPane,181,156,15,1,54,42,18,8,10,8
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysisDataTablePane,324,0,18,0,83,0,27,0,18,0
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysisTopHitsTablePane.new Listener() {...},23,0,2,0,6,0,4,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysisTopHitsTablePane.new Listener() {...},120,0,10,0,26,0,8,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog.period,PeriodAnalysisTopHitsTablePane.new ActionListener() {...},216,0,10,0,41,0,7,0,2,0
VStar,org.aavso.tools.vstar.util.plugin,URLAuthenticator,18,0,0,0,5,0,2,0,2,0
VStar,org.aavso.tools.vstar.util.model,TSPolynomialFitter,61,600,12,28,15,112,20,20,9,11
VStar,org.aavso.tools.vstar.util.model,RelativeAmplitudeAndPhaseCreator,365,0,26,0,78,0,22,0,9,0
VStar,org.aavso.tools.vstar.util.model,Harmonic,0,111,2,14,0,28,2,16,0,10
VStar,org.aavso.tools.vstar.util.model,WWZMultiperiodicModel,223,0,16,0,56,0,20,0,12,0
VStar,org.aavso.tools.vstar.util.model,PeriodAnalysisDerivedMultiPeriodicModel,424,367,33,21,92,62,31,17,10,11
VStar,org.aavso.tools.vstar.util.model,AbstractModel,311,0,19,0,73,0,26,0,16,0
VStar,org.aavso.tools.vstar.util.model,PeriodAnalysisDerivedMultiPeriodicModel.new UnivariateRealFunction() {...},39,0,2,0,6,0,3,0,2,0
VStar,org.aavso.tools.vstar.util.model,PeriodFitParameters,12,436,6,10,1,91,6,23,0,21
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,TextFormatObservationSourcePlugin,144,0,6,0,31,0,11,0,8,0
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,NamedNodeMapSequence,0,15,0,0,0,5,0,3,0,3
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,AIDWebServiceCSV2ObservationSourcePlugin.VSXAIDCSVObservationRetriever,159,535,17,67,33,165,20,31,4,5
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,AIDWebServiceXMLAttributeObservationSourcePlugin,47,10,4,0,10,3,3,2,1,2
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,AAVSOPhotometryURLObservationSourceBase.AAVSOPhotometryURLObservationRetriever,211,0,22,0,52,0,16,0,5,0
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,AAVSOPhotometryURLObservationSourceBase.AAVSOPhotometryURLSearchParameterDialog.new ActionListener() {...},168,0,22,0,39,0,14,0,2,0
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,AAVSOPhotometryURLObservationSourceBase.AAVSOPhotometryURLSearchParameterDialog.new ActionListener() {...},49,0,8,0,10,0,6,0,2,0
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,AAVSOPhotometryURLObservationSourceBase,200,41,13,1,39,13,13,3,6,3
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,AIDWebServiceXMLAttributeObservationSourcePlugin.VSXAIDAttributeObservationRetriever,96,508,22,70,24,145,25,29,4,4
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,AIDWebServiceObservationSourcePluginBase,265,227,24,15,68,66,26,14,10,10
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,AAVSOPhotometrySource,116,0,10,0,28,0,12,0,3,0
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,AIDWebServiceCSVObservationSourcePlugin,47,10,4,0,10,3,3,2,1,2
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,AIDWebServiceCSVObservationSourcePlugin.VSXCSVObservationRetriever,137,530,19,69,30,159,22,31,4,5
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,UTF8FilteringInputStream,0,20,0,4,0,9,0,4,0,2
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,AIDWebServiceCSV2ObservationSourcePlugin,99,10,6,0,21,3,5,2,2,2
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,NodeListSequence,15,0,0,0,5,0,3,0,3,0
VStar,org.aavso.tools.vstar.plugin.ob.src.impl,AAVSOPhotometryURLObservationSourceBase.AAVSOPhotometryURLSearchParameterDialog,407,0,8,0,84,0,19,0,15,0
VStar,org.aavso.tools.vstar.ui,NumberSelectionPane.new ChangeListener() {...},0,16,0,0,0,3,0,2,0,2
VStar,org.aavso.tools.vstar.ui,VStar.new Thread.UncaughtExceptionHandler() {...},7,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,VStar.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,VStar.new Runnable() {...},5,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,TabbedDataPane,230,0,2,0,49,0,12,0,11,0
VStar,org.aavso.tools.vstar.ui,MainFrame,123,0,2,0,31,0,9,0,8,0
VStar,org.aavso.tools.vstar.ui,StatusPane.new Listener() {...},80,0,8,0,20,0,7,0,3,0
VStar,org.aavso.tools.vstar.ui,ToolBar.new Listener() {...},24,0,0,0,6,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui,ToolBar.new Listener() {...},28,0,6,0,11,0,8,0,3,0
VStar,org.aavso.tools.vstar.ui,ToolBar.new Listener() {...},24,0,0,0,6,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui,ToolBar.new Listener() {...},20,0,2,0,5,0,4,0,3,0
VStar,org.aavso.tools.vstar.ui,UIType,15,0,0,0,3,0,1,0,1,0
VStar,org.aavso.tools.vstar.ui,StatusPane.new ActionListener() {...},22,0,0,0,5,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,StatusPane.new Listener() {...},76,0,8,0,22,0,10,0,3,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},11,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},13,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},13,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},13,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},23,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},22,0,0,0,5,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,VStar,245,0,32,0,75,0,22,0,6,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},28,0,2,0,6,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,VStar.new Runnable() {...},10,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,TabbedDataPane.new Listener() {...},121,0,8,0,17,0,7,0,3,0
VStar,org.aavso.tools.vstar.ui,TabbedDataPane.new Listener() {...},83,0,2,0,12,0,4,0,3,0
VStar,org.aavso.tools.vstar.ui,TabbedDataPane.new Listener() {...},55,0,0,0,12,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui,TabbedDataPane.new ChangeListener() {...},35,0,2,0,5,0,4,0,3,0
VStar,org.aavso.tools.vstar.ui,MenuBar.36.new PluginManagementOperation() {...},36,0,0,0,10,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new Listener() {...},29,0,4,0,7,0,5,0,3,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new Listener() {...},19,0,2,0,5,0,4,0,3,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new Listener() {...},14,0,0,0,4,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new Listener() {...},38,0,2,0,10,0,4,0,3,0
VStar,org.aavso.tools.vstar.ui,MenuBar,1825,0,59,0,421,0,100,0,70,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},9,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},20,0,0,0,5,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},21,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},29,0,2,0,8,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},20,0,0,0,5,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},20,0,0,0,5,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},21,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new Listener() {...},12,0,0,0,4,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new Listener() {...},12,0,0,0,4,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new Listener() {...},32,0,7,0,12,0,9,0,3,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new Listener() {...},89,0,0,0,19,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new Listener() {...},42,0,3,0,11,0,5,0,3,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},25,0,0,0,8,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},24,0,0,0,8,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},8,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},8,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},19,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},19,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},15,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},14,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},20,0,2,0,5,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},17,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},28,0,2,0,6,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui,StatusPane,220,0,6,0,50,0,16,0,13,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},19,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},19,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},19,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},19,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},20,0,0,0,5,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},19,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},13,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.new ActionListener() {...},12,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.36.1.new Runnable() {...},11,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.36.1.new Runnable() {...},11,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,MenuBar.36.1.new Runnable() {...},14,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui,NamedComponent,33,0,0,0,13,0,5,0,5,0
VStar,org.aavso.tools.vstar.ui,ToolBar,994,0,42,0,233,0,29,0,8,0
VStar,org.aavso.tools.vstar.ui,NumberSelectionPane,64,75,4,4,7,14,4,2,0,2
VStar,org.aavso.tools.vstar.ui.vela,VeLaDialog.new KeyAdapter() {...},60,0,11,0,25,0,10,0,2,0
VStar,org.aavso.tools.vstar.ui.vela,VeLaDialog.new DocumentListener() {...},24,0,0,0,9,0,5,0,5,0
VStar,org.aavso.tools.vstar.ui.vela,VeLaDialog,585,0,38,0,143,0,42,0,23,0
VStar,org.aavso.tools.vstar.util.stats.epoch,AlphaOmegaMeanJDEpochStrategy,2,20,0,0,1,2,1,2,1,2
VStar,org.aavso.tools.vstar.util.stats.epoch,MinMagEpochStrategy,6,37,1,5,1,10,2,5,1,3
VStar,org.aavso.tools.vstar.util.stats.epoch,MaxMagEpochStrategy,6,37,1,5,1,10,2,5,1,3
VStar,org.aavso.tools.vstar.data.validation,MagnitudeValueValidator,15,46,1,1,6,14,3,3,2,3
VStar,org.aavso.tools.vstar.data.validation,SimpleTextFormatValidator,5,9,0,0,2,2,1,1,1,1
VStar,org.aavso.tools.vstar.data.validation,InclusiveRangePredicate,20,5,4,0,2,2,4,1,2,1
VStar,org.aavso.tools.vstar.data.validation,ValflagValidator,0,34,0,2,0,10,0,5,0,4
VStar,org.aavso.tools.vstar.data.validation,ExclusiveRangePredicate,25,0,4,0,4,0,5,0,3,0
VStar,org.aavso.tools.vstar.data.validation,AbstractStringValidator,6,39,1,7,2,13,2,6,1,3
VStar,org.aavso.tools.vstar.data.validation,CKMagValidator,4,36,1,7,0,10,1,7,0,4
VStar,org.aavso.tools.vstar.data.validation,OptionalityFieldValidator,0,24,0,2,0,9,0,5,0,4
VStar,org.aavso.tools.vstar.data.validation,CommentCodeValidator,0,31,0,2,0,9,0,5,0,4
VStar,org.aavso.tools.vstar.data.validation,MagnitudeFieldValidator,7,140,5,15,1,30,5,9,0,4
VStar,org.aavso.tools.vstar.data.validation,TransformedValidator,12,43,6,6,3,13,5,3,0,2
VStar,org.aavso.tools.vstar.data.validation,UncertaintyValueValidator,0,19,0,2,0,6,0,4,0,3
VStar,org.aavso.tools.vstar.data.validation,JulianDayValidator,0,66,0,2,0,19,0,6,0,5
VStar,org.aavso.tools.vstar.data.validation,SimpleFormatFieldInfoSource,0,51,0,0,0,10,0,3,0,3
VStar,org.aavso.tools.vstar.data.validation,MTypeValidator,4,57,2,8,0,18,2,7,0,4
VStar,org.aavso.tools.vstar.data.validation,RangePredicate,0,9,0,0,0,4,0,1,0,1
VStar,org.aavso.tools.vstar.data.validation,AAVSOFormatFieldInfoSource,0,184,0,0,0,29,0,3,0,3
VStar,org.aavso.tools.vstar.data.validation,RealValueValidator,19,55,0,6,3,14,0,6,0,3
VStar,org.aavso.tools.vstar.data.validation,RegexValidator,9,83,1,5,2,20,1,5,0,3
VStar,org.aavso.tools.vstar.data.validation,ObservationTypeValidator,0,19,0,2,0,6,0,3,0,2
VStar,org.aavso.tools.vstar.data.validation,AAVSODownloadFormatValidator,0,381,1,1,0,73,1,2,0,2
VStar,org.aavso.tools.vstar.data.validation,CompStarValidator,8,18,1,3,1,7,1,4,0,3
VStar,org.aavso.tools.vstar.data.validation,CommonTextFormatValidator,5,167,3,5,1,37,3,5,0,4
VStar,org.aavso.tools.vstar.data.validation,ObserverCodeValidator,0,30,0,2,0,9,0,5,0,4
VStar,org.aavso.tools.vstar.ui.undo,UndoableActionManager.new Listener() {...},20,0,0,0,5,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.undo,UndoableActionManager.new Listener() {...},20,0,0,0,5,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.undo,UndoableActionManager.new Listener() {...},21,0,0,0,6,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.undo,UndoableActionManager,176,0,18,0,45,0,21,0,12,0
VStar,org.aavso.tools.vstar.ui.undo,ObservationExclusionAction,58,0,6,0,16,0,7,0,4,0
VStar,org.aavso.tools.vstar.vela,VeLaPrefs,111,0,2,0,43,0,13,0,12,0
VStar,org.aavso.tools.vstar.vela,VeLaParser.ListContext,38,17,5,1,9,4,9,3,6,3
VStar,org.aavso.tools.vstar.vela,VeLaParser.AnonFundefContext,53,29,5,1,12,6,12,5,9,5
VStar,org.aavso.tools.vstar.vela,VeLaParser.ExponentiationExpressionContext,35,19,5,1,9,4,9,3,6,3
VStar,org.aavso.tools.vstar.vela,VeLaParser.SelectionExpressionContext,34,13,5,1,8,3,8,2,5,2
VStar,org.aavso.tools.vstar.vela,VeLaParser.IfExpressionContext,37,29,5,1,9,6,9,5,6,5
VStar,org.aavso.tools.vstar.vela,VeLaParser.SymbolContext,27,13,5,1,7,3,7,2,4,2
VStar,org.aavso.tools.vstar.vela,VeLaParser.ExclusiveOrExpressionContext,35,19,5,1,9,4,9,3,6,3
VStar,org.aavso.tools.vstar.vela,VeLaParser.WhenExpressionContext,40,29,5,1,10,6,10,5,7,5
VStar,org.aavso.tools.vstar.vela,VeLaParser.BindingContext,32,25,5,1,8,5,8,4,5,4
VStar,org.aavso.tools.vstar.vela,VeLaParser.BoolContext,22,18,5,1,6,4,6,3,3,3
VStar,org.aavso.tools.vstar.vela,VeLaParser.UnaryExpressionContext,27,19,5,1,7,4,7,3,4,3
VStar,org.aavso.tools.vstar.vela,VeLaInterpreter.new FunctionExecutor() {...},3,50,1,1,1,6,1,2,0,2
VStar,org.aavso.tools.vstar.vela,VeLaEnvironment,53,91,4,8,12,24,6,9,3,6
VStar,org.aavso.tools.vstar.vela,VeLaInterpreter.new FunctionExecutor() {...},0,65,0,2,0,8,0,3,0,2
VStar,org.aavso.tools.vstar.vela,VeLaInterpreter.new FunctionExecutor() {...},0,37,0,0,0,5,0,2,0,2
VStar,org.aavso.tools.vstar.vela,VeLaInterpreter.new FunctionExecutor() {...},0,42,0,0,0,7,0,2,0,2
VStar,org.aavso.tools.vstar.vela,VeLaInterpreter.new FunctionExecutor() {...},0,24,0,0,0,2,0,2,0,2
VStar,org.aavso.tools.vstar.vela,VeLaInterpreter.new FunctionExecutor() {...},9,11,0,0,2,1,1,1,1,1
VStar,org.aavso.tools.vstar.vela,VeLaInterpreter.new FunctionExecutor() {...},0,41,0,2,0,7,0,3,0,2
VStar,org.aavso.tools.vstar.vela,VeLaInterpreter.new FunctionExecutor() {...},9,9,0,0,2,1,1,1,1,1
VStar,org.aavso.tools.vstar.vela,VeLaInterpreter.new FunctionExecutor() {...},0,41,0,2,0,9,0,3,0,2
VStar,org.aavso.tools.vstar.vela,VeLaInterpreter.new FunctionExecutor() {...},0,72,0,6,0,13,0,5,0,2
VStar,org.aavso.tools.vstar.vela,VeLaInterpreter.new FunctionExecutor() {...},0,36,0,2,0,7,0,3,0,2
VStar,org.aavso.tools.vstar.vela,VeLaInterpreter.new FunctionExecutor() {...},0,39,0,0,0,7,0,2,0,2
VStar,org.aavso.tools.vstar.vela,VeLaInterpreter.new FunctionExecutor() {...},0,27,0,0,0,3,0,2,0,2
